N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
1e-6 0.36e-6 2e-6 0.28e-6 0.65 0.0808533 34.4804 140234 0.999979 0.00533049
1e-6 0.36e-6 2e-6 0.28e-6 0.70 0.0611171 31.7563 74870.1 0.999976 0.00548176
1e-6 0.36e-6 2e-6 0.28e-6 0.75 0.0424733 28.2929 33699 0.99997 0.00561602
1e-6 0.36e-6 2e-6 0.28e-6 0.80 0.0284502 24.6336 14481.9 0.999961 0.00566384
1e-6 0.36e-6 2e-6 0.28e-6 0.85 0.0173183 20.3656 5389.09 0.99995 0.00513954
1e-6 0.36e-6 2e-6 0.28e-6 0.90 0.0243289 23.1676 10318.7 0.999959 0.00534024
1e-6 0.36e-6 2e-6 0.28e-6 0.95 0.0393255 27.1877 26116.2 0.999967 0.00555774
1e-6 0.36e-6 2e-6 0.28e-6 1.00 0.0598203 30.8322 60510.3 0.999973 0.00556813
1e-6 0.36e-6 2e-6 0.28e-6 1.05 0.086201 34.1253 129219 0.999977 0.00551443
1e-6 0.36e-6 2e-6 0.28e-6 1.10 0.109107 36.3901 217711 0.99998 0.00541478
1e-6 0.36e-6 2e-6 0.28e-6 1.15 0.120896 37.5889 286933 0.999981 0.0052709
1e-6 0.36e-6 2e-6 0.36e-6 0.55 0.0869505 33.659 116060 0.999973 0.00608119
1e-6 0.36e-6 2e-6 0.36e-6 0.60 0.0816536 33.0589 101073 0.999972 0.00615947
1e-6 0.36e-6 2e-6 0.36e-6 0.65 0.0724206 31.8988 77368.9 0.99997 0.00627973
1e-6 0.36e-6 2e-6 0.36e-6 0.70 0.0566595 29.594 45487.6 0.999965 0.00642044
1e-6 0.36e-6 2e-6 0.36e-6 0.75 0.0397157 26.3595 21572.9 0.999958 0.00652249
1e-6 0.36e-6 2e-6 0.36e-6 0.80 0.0250991 22.4319 8702.94 0.999947 0.00626896
1e-6 0.36e-6 2e-6 0.36e-6 0.85 0.0292361 23.7103 11698.7 0.999953 0.00596809
1e-6 0.36e-6 2e-6 0.36e-6 0.90 0.0487938 28.0415 31800.6 0.999963 0.00623911
1e-6 0.36e-6 2e-6 0.36e-6 0.95 0.0716485 31.4022 69002.9 0.999968 0.00626787
1e-6 0.36e-6 2e-6 0.36e-6 1.00 0.0943813 33.9639 124503 0.999972 0.00620965
1e-6 0.36e-6 2e-6 0.36e-6 1.05 0.109781 35.5699 180232 0.999974 0.00609188
1e-6 0.36e-6 2e-6 0.36e-6 1.10 0.117532 36.5812 227505 0.999977 0.00591698
1e-6 0.36e-6 2e-6 0.36e-6 1.15 0.122649 37.4736 279412 0.999979 0.00569346
1e-6 0.36e-6 2e-6 0.50e-6 0.55 0.074527 29.9232 49072.6 0.999952 0.00776541
1e-6 0.36e-6 2e-6 0.50e-6 0.60 0.0705403 29.4326 43825.2 0.999951 0.00783763
1e-6 0.36e-6 2e-6 0.50e-6 0.65 0.0645909 28.6233 36366.1 0.999948 0.00794838
1e-6 0.36e-6 2e-6 0.50e-6 0.70 0.053692 26.9615 24787.6 0.999943 0.00806739
1e-6 0.36e-6 2e-6 0.50e-6 0.75 0.0392523 24.276 13333.4 0.999934 0.00805826
1e-6 0.36e-6 2e-6 0.50e-6 0.80 0.0315133 22.5198 8881.94 0.999934 0.00710862
1e-6 0.36e-6 2e-6 0.50e-6 0.85 0.0562558 27.4989 28059.8 0.999949 0.00744414
1e-6 0.36e-6 2e-6 0.50e-6 0.90 0.079018 30.4893 55912.1 0.999955 0.00753282
1e-6 0.36e-6 2e-6 0.50e-6 0.95 0.0977759 32.5196 89265.3 0.999959 0.00749401
1e-6 0.36e-6 2e-6 0.50e-6 1.00 0.110022 33.8721 121898 0.999962 0.00737215
1e-6 0.36e-6 2e-6 0.50e-6 1.05 0.116692 34.8751 153581 0.999965 0.00717421
1e-6 0.36e-6 2e-6 0.50e-6 1.10 0.120668 35.8369 191665 0.999969 0.00690255
1e-6 0.36e-6 2e-6 0.50e-6 1.15 0.124018 36.8844 243961 0.999973 0.00657758
1e-6 0.36e-6 10e-6 0.28e-6 0.55 0.108073 30.5271 56394.7 0.999705 0.0233446
1e-6 0.36e-6 10e-6 0.28e-6 0.60 0.103064 30.1174 51312.8 0.999703 0.0233892
1e-6 0.36e-6 10e-6 0.28e-6 0.65 0.0974355 29.6138 45689.2 0.9997 0.0234696
1e-6 0.36e-6 10e-6 0.28e-6 0.70 0.0902676 28.9153 38893.7 0.999696 0.0235648
1e-6 0.36e-6 10e-6 0.28e-6 0.75 0.0804821 27.8837 30660.2 0.999691 0.0236308
1e-6 0.36e-6 10e-6 0.28e-6 0.80 0.067801 26.3928 21736.8 0.999685 0.0236204
1e-6 0.36e-6 10e-6 0.28e-6 0.85 0.0526426 24.2656 13299.8 0.999679 0.0234785
1e-6 0.36e-6 10e-6 0.28e-6 0.90 0.0357008 21.1189 6418.43 0.999672 0.0229925
1e-6 0.36e-6 10e-6 0.28e-6 0.95 0.0208391 16.9351 2418.54 0.999702 0.0199228
1e-6 0.36e-6 10e-6 0.28e-6 1.00 0.0289516 19.97 4915.15 0.999738 0.0196947
1e-6 0.36e-6 10e-6 0.28e-6 1.05 0.0445333 23.9893 12477.3 0.999771 0.0193824
1e-6 0.36e-6 10e-6 0.28e-6 1.10 0.0609383 27.1998 26186.6 0.999797 0.018781
1e-6 0.36e-6 10e-6 0.28e-6 1.15 0.0689604 28.9676 39367.9 0.999818 0.0179706
1e-6 0.36e-6 10e-6 0.36e-6 0.55 0.0938702 27.4898 27995.4 0.999566 0.028122
1e-6 0.36e-6 10e-6 0.36e-6 0.60 0.0891643 27.0603 25354.4 0.999563 0.0281479
1e-6 0.36e-6 10e-6 0.36e-6 0.65 0.0840222 26.5531 22554.2 0.999559 0.028204
1e-6 0.36e-6 10e-6 0.36e-6 0.70 0.0778278 25.8901 19354 0.999554 0.0282652
1e-6 0.36e-6 10e-6 0.36e-6 0.75 0.0696707 24.9421 15548.9 0.999549 0.028279
1e-6 0.36e-6 10e-6 0.36e-6 0.80 0.0588662 23.5392 11242.9 0.999543 0.0281737
1e-6 0.36e-6 10e-6 0.36e-6 0.85 0.0449895 21.3806 6819.82 0.999538 0.0277774
1e-6 0.36e-6 10e-6 0.36e-6 0.90 0.0280982 17.7616 2935.83 0.999602 0.0240041
1e-6 0.36e-6 10e-6 0.36e-6 0.95 0.0378175 20.6045 5695.91 0.999651 0.0233304
1e-6 0.36e-6 10e-6 0.36e-6 1.00 0.0536532 23.9734 12431.2 0.999687 0.0229527
1e-6 0.36e-6 10e-6 0.36e-6 1.05 0.065 26.1864 20725.9 0.999717 0.0222311
1e-6 0.36e-6 10e-6 0.36e-6 1.10 0.0690579 27.5015 28073.8 0.999746 0.0212462
1e-6 0.36e-6 10e-6 0.36e-6 1.15 0.0704983 28.718 37165.9 0.999777 0.0200501
1e-6 0.36e-6 10e-6 0.50e-6 0.55 0.0796433 23.6247 11465.7 0.999253 0.0365064
1e-6 0.36e-6 10e-6 0.50e-6 0.60 0.0755316 23.1942 10379 0.99925 0.0365044
1e-6 0.36e-6 10e-6 0.50e-6 0.65 0.0711899 22.7099 9278.51 0.999244 0.0365239
1e-6 0.36e-6 10e-6 0.50e-6 0.70 0.0662587 22.1211 8095.84 0.999238 0.0365329
1e-6 0.36e-6 10e-6 0.50e-6 0.75 0.0600496 21.3251 6731.62 0.999232 0.0364608
1e-6 0.36e-6 10e-6 0.50e-6 0.80 0.0517249 20.1556 5130.71 0.99923 0.0361662
1e-6 0.36e-6 10e-6 0.50e-6 0.85 0.0405844 18.3755 3388.68 0.999256 0.0348164
1e-6 0.36e-6 10e-6 0.50e-6 0.90 0.0444634 19.5312 4437.39 0.999441 0.0297931
1e-6 0.36e-6 10e-6 0.50e-6 0.95 0.0586645 22.2367 8316.54 0.999483 0.0295195
1e-6 0.36e-6 10e-6 0.50e-6 1.00 0.0670795 23.8976 12214.2 0.999524 0.0287395
1e-6 0.36e-6 10e-6 0.50e-6 1.05 0.0702082 25.0373 15894.8 0.999568 0.0276088
1e-6 0.36e-6 10e-6 0.50e-6 1.10 0.071271 26.2175 20874.2 0.999619 0.026142
1e-6 0.36e-6 10e-6 0.50e-6 1.15 0.0720194 27.6718 29197 0.999673 0.0244504
1e-6 0.36e-6 20e-6 0.28e-6 0.55 0.109006 27.6354 28941.8 0.998896 0.0460461
1e-6 0.36e-6 20e-6 0.28e-6 0.60 0.104038 27.2467 26460.2 0.998894 0.0460444
1e-6 0.36e-6 20e-6 0.28e-6 0.65 0.0986872 26.7982 23859 0.998891 0.0460688
1e-6 0.36e-6 20e-6 0.28e-6 0.70 0.092671 26.2559 21052.4 0.998886 0.0460946
1e-6 0.36e-6 20e-6 0.28e-6 0.75 0.0854996 25.5653 17949.8 0.998883 0.0460723
1e-6 0.36e-6 20e-6 0.28e-6 0.80 0.0766504 24.6497 14528.4 0.998883 0.0459473
1e-6 0.36e-6 20e-6 0.28e-6 0.85 0.0655625 23.3737 10817.2 0.998887 0.0456613
1e-6 0.36e-6 20e-6 0.28e-6 0.90 0.0515666 21.4574 6940.29 0.998897 0.045092
1e-6 0.36e-6 20e-6 0.28e-6 0.95 0.0344035 18.3359 3356.87 0.998933 0.0435674
1e-6 0.36e-6 20e-6 0.28e-6 1.00 0.0233846 15.5934 1762.02 0.999153 0.0372513
1e-6 0.36e-6 20e-6 0.28e-6 1.05 0.034818 19.3412 4244.85 0.999233 0.0366696
1e-6 0.36e-6 20e-6 0.28e-6 1.10 0.046824 22.4445 8725.8 0.999309 0.0354811
1e-6 0.36e-6 20e-6 0.28e-6 1.15 0.051918 24.1322 12893.8 0.99938 0.033857
1e-6 0.36e-6 20e-6 0.36e-6 0.55 0.0945654 24.5861 14312.9 0.99838 0.0555541
1e-6 0.36e-6 20e-6 0.36e-6 0.60 0.0898581 24.1696 12999.6 0.998378 0.0555157
1e-6 0.36e-6 20e-6 0.36e-6 0.65 0.0848225 23.6952 11649.2 0.998375 0.0554928
1e-6 0.36e-6 20e-6 0.36e-6 0.70 0.0792587 23.1343 10231.6 0.998372 0.0554544
1e-6 0.36e-6 20e-6 0.36e-6 0.75 0.0727811 22.4352 8703.02 0.998371 0.0553395
1e-6 0.36e-6 20e-6 0.36e-6 0.80 0.0648777 21.5127 7028.02 0.998376 0.0550689
1e-6 0.36e-6 20e-6 0.36e-6 0.85 0.0548426 20.1995 5181.15 0.998391 0.0545159
1e-6 0.36e-6 20e-6 0.36e-6 0.90 0.0417325 18.1403 3206.13 0.998435 0.0531886
1e-6 0.36e-6 20e-6 0.36e-6 0.95 0.0304916 16.0552 1965.02 0.998821 0.0447128
1e-6 0.36e-6 20e-6 0.36e-6 1.00 0.0427052 19.3247 4227.96 0.998923 0.0438132
1e-6 0.36e-6 20e-6 0.36e-6 1.05 0.0507422 21.4034 6854.29 0.999016 0.042376
1e-6 0.36e-6 20e-6 0.36e-6 1.10 0.0524948 22.5617 8964.9 0.999116 0.0403992
1e-6 0.36e-6 20e-6 0.36e-6 1.15 0.0524421 23.7157 11709.3 0.999226 0.0380046
1e-6 0.36e-6 20e-6 0.50e-6 0.55 0.0800949 20.716 5838.57 0.997231 0.0722109
1e-6 0.36e-6 20e-6 0.50e-6 0.60 0.0759304 20.2892 5287.42 0.997231 0.0721177
1e-6 0.36e-6 20e-6 0.50e-6 0.65 0.0715288 19.8122 4732.24 0.997229 0.0720243
1e-6 0.36e-6 20e-6 0.50e-6 0.70 0.0667618 19.2639 4165.02 0.997228 0.0718903
1e-6 0.36e-6 20e-6 0.50e-6 0.75 0.0613375 18.6001 3567.67 0.997233 0.0716345
1e-6 0.36e-6 20e-6 0.50e-6 0.80 0.0548099 17.742 2919.14 0.997251 0.071127
1e-6 0.36e-6 20e-6 0.50e-6 0.85 0.0465148 16.5406 2201.66 0.997301 0.0700357
1e-6 0.36e-6 20e-6 0.50e-6 0.90 0.0373698 15.1535 1586.38 0.997647 0.0644891
1e-6 0.36e-6 20e-6 0.50e-6 0.95 0.0473887 17.595 2821.58 0.998187 0.0568816
1e-6 0.36e-6 20e-6 0.50e-6 1.00 0.0530311 19.0795 3991.98 0.998314 0.0553547
1e-6 0.36e-6 20e-6 0.50e-6 1.05 0.0539443 20.0052 4952.46 0.998464 0.0530847
1e-6 0.36e-6 20e-6 0.50e-6 1.10 0.0536099 21.0625 6331.93 0.998644 0.0501508
1e-6 0.36e-6 20e-6 0.50e-6 1.15 0.0535165 22.5221 8881.93 0.998836 0.0467723
1e-6 0.36e-6 30e-6 0.28e-6 0.55 0.109319 25.9275 19502.6 0.997577 0.0686427
1e-6 0.36e-6 30e-6 0.28e-6 0.60 0.104354 25.5451 17855 0.997577 0.0685952
1e-6 0.36e-6 30e-6 0.28e-6 0.65 0.0990329 25.1097 16146.7 0.997576 0.0685641
1e-6 0.36e-6 30e-6 0.28e-6 0.70 0.0932038 24.6004 14354.7 0.997575 0.0685209
1e-6 0.36e-6 30e-6 0.28e-6 0.75 0.0865733 23.9841 12449 0.997577 0.0684107
1e-6 0.36e-6 30e-6 0.28e-6 0.80 0.078769 23.2102 10408.9 0.997587 0.0681701
1e-6 0.36e-6 30e-6 0.28e-6 0.85 0.0693162 22.1869 8213.56 0.997607 0.067729
1e-6 0.36e-6 30e-6 0.28e-6 0.90 0.0575102 20.7232 5849.39 0.997642 0.0669628
1e-6 0.36e-6 30e-6 0.28e-6 0.95 0.0424972 18.4097 3413.25 0.997713 0.0654503
1e-6 0.36e-6 30e-6 0.28e-6 1.00 0.0260273 14.8983 1493.36 0.998242 0.0557894
1e-6 0.36e-6 30e-6 0.28e-6 1.05 0.0310287 16.7987 2340.75 0.998397 0.0538445
1e-6 0.36e-6 30e-6 0.28e-6 1.10 0.0408363 19.716 4630.29 0.998539 0.0521236
1e-6 0.36e-6 30e-6 0.28e-6 1.15 0.0441765 21.2232 6572.53 0.998687 0.0496946
1e-6 0.36e-6 30e-6 0.36e-6 0.55 0.094799 22.8794 9636.56 0.996451 0.0828219
1e-6 0.36e-6 30e-6 0.36e-6 0.60 0.0900842 22.4671 8759.26 0.996454 0.0827199
1e-6 0.36e-6 30e-6 0.36e-6 0.65 0.0850445 22.0001 7861.2 0.996457 0.0826188
1e-6 0.36e-6 30e-6 0.36e-6 0.70 0.0795613 21.4592 6934.79 0.99646 0.0824816
1e-6 0.36e-6 30e-6 0.36e-6 0.75 0.0733935 20.8105 5965.69 0.996471 0.0822385
1e-6 0.36e-6 30e-6 0.36e-6 0.80 0.0661959 19.9972 4938.53 0.996495 0.0817969
1e-6 0.36e-6 30e-6 0.36e-6 0.85 0.0574553 18.9096 3833.47 0.99654 0.0810207
1e-6 0.36e-6 30e-6 0.36e-6 0.90 0.0463639 17.3123 2638.58 0.996629 0.0795497
1e-6 0.36e-6 30e-6 0.36e-6 0.95 0.0328607 14.9537 1512.32 0.997035 0.0736302
1e-6 0.36e-6 30e-6 0.36e-6 1.00 0.0381534 16.7456 2310.93 0.997725 0.0645393
1e-6 0.36e-6 30e-6 0.36e-6 1.05 0.0444257 18.6508 3611.25 0.997907 0.0624375
1e-6 0.36e-6 30e-6 0.36e-6 1.10 0.0447917 19.6096 4516.17 0.998115 0.0594792
1e-6 0.36e-6 30e-6 0.36e-6 1.15 0.0439031 20.6434 5743.92 0.998348 0.0558965
1e-6 0.36e-6 30e-6 0.50e-6 0.55 0.0802464 19.0201 3928.61 0.993958 0.107603
1e-6 0.36e-6 30e-6 0.50e-6 0.60 0.0760604 18.5953 3557.89 0.993967 0.10742
1e-6 0.36e-6 30e-6 0.50e-6 0.65 0.0716173 18.1195 3183.6 0.993976 0.107216
1e-6 0.36e-6 30e-6 0.50e-6 0.70 0.0668316 17.5768 2803.81 0.99399 0.106941
1e-6 0.36e-6 30e-6 0.50e-6 0.75 0.0615103 16.9358 2412.3 0.994019 0.1065
1e-6 0.36e-6 30e-6 0.50e-6 0.80 0.0553501 16.1413 2000.72 0.994074 0.105751
1e-6 0.36e-6 30e-6 0.50e-6 0.85 0.0478804 15.0888 1559.52 0.994181 0.104401
1e-6 0.36e-6 30e-6 0.50e-6 0.90 0.0387226 13.6614 1108.88 0.994478 0.101059
1e-6 0.36e-6 30e-6 0.50e-6 0.95 0.0425404 15.028 1538.65 0.996146 0.084013
1e-6 0.36e-6 30e-6 0.50e-6 1.00 0.0467703 16.3553 2106.68 0.996392 0.0818097
1e-6 0.36e-6 30e-6 0.50e-6 1.05 0.046377 17.0674 2491.31 0.996706 0.0784185
1e-6 0.36e-6 30e-6 0.50e-6 1.10 0.0451839 17.9693 3078.36 0.997086 0.0740362
1e-6 0.36e-6 30e-6 0.50e-6 1.15 0.0446238 19.3691 4268.89 0.997497 0.0689908
1e-6 0.50e-6 0.66e-6 0.28e-6 0.55 0.0842159 39.5024 445817 0.999995 0.0023542
1e-6 0.50e-6 0.66e-6 0.28e-6 0.60 0.0789975 38.5939 361663 0.999995 0.00244175
1e-6 0.50e-6 0.66e-6 0.28e-6 0.65 0.0703194 36.9139 245622 0.999993 0.0025881
1e-6 0.50e-6 0.66e-6 0.28e-6 0.70 0.0545626 33.719 117676 0.999991 0.00278681
1e-6 0.50e-6 0.66e-6 0.28e-6 0.75 0.0385975 29.636 45930.4 0.999986 0.00299755
1e-6 0.50e-6 0.66e-6 0.28e-6 0.80 0.0264684 25.5152 17752.9 0.999978 0.00312928
1e-6 0.50e-6 0.66e-6 0.28e-6 0.85 0.0260221 24.6345 14485 0.999974 0.00325744
1e-6 0.50e-6 0.66e-6 0.28e-6 0.90 0.0469445 29.0443 40073.1 0.999979 0.00375983
1e-6 0.50e-6 0.66e-6 0.28e-6 0.95 0.0687407 31.9544 78367.4 0.999982 0.00391961
1e-6 0.50e-6 0.66e-6 0.28e-6 1.00 0.0902678 34.1499 129953 0.999984 0.00397389
1e-6 0.50e-6 0.66e-6 0.28e-6 1.05 0.108773 35.705 185929 0.999985 0.00398815
1e-6 0.50e-6 0.66e-6 0.28e-6 1.10 0.121718 36.6775 232608 0.999986 0.00397768
1e-6 0.50e-6 0.66e-6 0.28e-6 1.15 0.130294 37.3046 268749 0.999987 0.00394726
1e-6 0.50e-6 0.66e-6 0.36e-6 0.55 0.0745096 36.834 241143 0.999993 0.00267109
1e-6 0.50e-6 0.66e-6 0.36e-6 0.60 0.0697345 36.0236 200089 0.999992 0.00275743
1e-6 0.50e-6 0.66e-6 0.36e-6 0.65 0.0626552 34.6225 144899 0.999991 0.00290201
1e-6 0.50e-6 0.66e-6 0.36e-6 0.70 0.0496553 31.869 76839.9 0.999988 0.00309696
1e-6 0.50e-6 0.66e-6 0.36e-6 0.75 0.0350213 28.0241 31673.4 0.999982 0.00328972
1e-6 0.50e-6 0.66e-6 0.36e-6 0.80 0.0246008 24.289 13373.6 0.999973 0.00328101
1e-6 0.50e-6 0.66e-6 0.36e-6 0.85 0.0486907 29.367 43168 0.99998 0.00383655
1e-6 0.50e-6 0.66e-6 0.36e-6 0.90 0.0716086 32.1627 82220 0.999982 0.00407704
1e-6 0.50e-6 0.66e-6 0.36e-6 0.95 0.0908299 33.9883 125206 0.999983 0.00416565
1e-6 0.50e-6 0.66e-6 0.36e-6 1.00 0.105371 35.1944 165301 0.999984 0.00419442
1e-6 0.50e-6 0.66e-6 0.36e-6 1.05 0.115613 36.0061 199284 0.999985 0.00418732
1e-6 0.50e-6 0.66e-6 0.36e-6 1.10 0.123321 36.6342 230300 0.999985 0.00415241
1e-6 0.50e-6 0.66e-6 0.36e-6 1.15 0.130263 37.217 263379 0.999986 0.00409497
1e-6 0.50e-6 0.66e-6 0.50e-6 0.55 0.0650933 33.3955 109224 0.999988 0.00322771
1e-6 0.50e-6 0.66e-6 0.50e-6 0.60 0.0612265 32.7386 93885.4 0.999987 0.00331216
1e-6 0.50e-6 0.66e-6 0.50e-6 0.65 0.0563326 31.7434 74647.5 0.999985 0.00345366
1e-6 0.50e-6 0.66e-6 0.50e-6 0.70 0.0468305 29.6994 46605.9 0.999982 0.00363997
1e-6 0.50e-6 0.66e-6 0.50e-6 0.75 0.0336513 26.3913 21731.9 0.999975 0.00373861
1e-6 0.50e-6 0.66e-6 0.50e-6 0.80 0.0469602 28.6341 36457.5 0.999977 0.00396334
1e-6 0.50e-6 0.66e-6 0.50e-6 0.85 0.0698978 31.4547 69843.1 0.999979 0.00436218
1e-6 0.50e-6 0.66e-6 0.50e-6 0.90 0.0874312 33.0784 101531 0.99998 0.00451719
1e-6 0.50e-6 0.66e-6 0.50e-6 0.95 0.10025 34.155 130106 0.999981 0.00457979
1e-6 0.50e-6 0.66e-6 0.50e-6 1.00 0.109738 34.9593 156588 0.999981 0.00458725
1e-6 0.50e-6 0.66e-6 0.50e-6 1.05 0.117161 35.6423 183265 0.999982 0.00455451
1e-6 0.50e-6 0.66e-6 0.50e-6 1.10 0.123629 36.298 213143 0.999983 0.00448813
1e-6 0.50e-6 0.66e-6 0.50e-6 1.15 0.129961 36.9629 248408 0.999984 0.00439617
1e-6 0.50e-6 2e-6 0.28e-6 0.55 0.0993442 36.5718 227011 0.99998 0.00541224
1e-6 0.50e-6 2e-6 0.28e-6 0.60 0.0942816 36.0033 199154 0.999979 0.00549361
1e-6 0.50e-6 2e-6 0.28e-6 0.65 0.0883516 35.1881 165061 0.999978 0.00563246
1e-6 0.50e-6 2e-6 0.28e-6 0.70 0.078598 33.7435 118340 0.999975 0.00582195
1e-6 0.50e-6 2e-6 0.28e-6 0.75 0.0631701 31.3118 67581.4 0.999971 0.00602292
1e-6 0.50e-6 2e-6 0.28e-6 0.80 0.0463285 28.1446 32565.9 0.999965 0.0061785
1e-6 0.50e-6 2e-6 0.28e-6 0.85 0.0309439 24.3762 13645.7 0.999955 0.006192
1e-6 0.50e-6 2e-6 0.28e-6 0.90 0.0210176 20.9244 6135.98 0.999944 0.00573402
1e-6 0.50e-6 2e-6 0.28e-6 0.95 0.0369207 25.4266 17393.1 0.999956 0.00624599
1e-6 0.50e-6 2e-6 0.28e-6 1.00 0.0564798 28.9555 39261.1 0.999963 0.00635149
1e-6 0.50e-6 2e-6 0.28e-6 1.05 0.0791037 31.9009 77406.8 0.999968 0.00632018
1e-6 0.50e-6 2e-6 0.28e-6 1.10 0.0969736 33.7898 119609 0.999971 0.0062298
1e-6 0.50e-6 2e-6 0.28e-6 1.15 0.106502 34.794 150738 0.999973 0.00609107
1e-6 0.50e-6 2e-6 0.36e-6 0.55 0.0867251 33.637 115473 0.999971 0.00637104
1e-6 0.50e-6 2e-6 0.36e-6 0.60 0.0819619 33.0839 101658 0.99997 0.00644873
1e-6 0.50e-6 2e-6 0.36e-6 0.65 0.0766564 32.3483 85810 0.999968 0.00658266
1e-6 0.50e-6 2e-6 0.36e-6 0.70 0.0687705 31.1271 64764.9 0.999965 0.00676472
1e-6 0.50e-6 2e-6 0.36e-6 0.75 0.0561065 29.0079 39738.3 0.99996 0.00695109
1e-6 0.50e-6 2e-6 0.36e-6 0.80 0.0407698 25.9575 19661.2 0.999951 0.00705564
1e-6 0.50e-6 2e-6 0.36e-6 0.85 0.0254909 21.8513 7607.65 0.999941 0.00639445
1e-6 0.50e-6 2e-6 0.36e-6 0.90 0.0431008 26.0826 20237.5 0.999952 0.00687755
1e-6 0.50e-6 2e-6 0.36e-6 0.95 0.0636889 29.3091 42595.8 0.999958 0.00703133
1e-6 0.50e-6 2e-6 0.36e-6 1.00 0.082188 31.5734 71779.2 0.999962 0.00700427
1e-6 0.50e-6 2e-6 0.36e-6 1.05 0.0942217 32.9385 98308.7 0.999965 0.00689998
1e-6 0.50e-6 2e-6 0.36e-6 1.10 0.101106 33.8302 120727 0.999968 0.00673255
1e-6 0.50e-6 2e-6 0.36e-6 1.15 0.106767 34.6516 145873 0.99997 0.00651373
1e-6 0.50e-6 2e-6 0.50e-6 0.55 0.0741605 29.881 48598.3 0.99995 0.00805534
1e-6 0.50e-6 2e-6 0.50e-6 0.60 0.070065 29.3697 43194.7 0.999948 0.00812739
1e-6 0.50e-6 2e-6 0.50e-6 0.65 0.0658311 28.7601 37531.6 0.999946 0.00825365
1e-6 0.50e-6 2e-6 0.50e-6 0.70 0.0602732 27.8584 30485.5 0.999942 0.00842317
1e-6 0.50e-6 2e-6 0.50e-6 0.75 0.0511012 26.2656 21110.1 0.999935 0.00857829
1e-6 0.50e-6 2e-6 0.50e-6 0.80 0.0380486 23.695 11657.5 0.999927 0.00845459
1e-6 0.50e-6 2e-6 0.50e-6 0.85 0.0464551 25.3511 17092.4 0.999937 0.00793977
1e-6 0.50e-6 2e-6 0.50e-6 0.90 0.0662774 28.2982 33739.6 0.999943 0.00825306
1e-6 0.50e-6 2e-6 0.50e-6 0.95 0.081424 30.1441 51636 0.999948 0.00826831
1e-6 0.50e-6 2e-6 0.50e-6 1.00 0.0911425 31.3446 68092.7 0.999951 0.00816876
1e-6 0.50e-6 2e-6 0.50e-6 1.05 0.0970815 32.258 84043.2 0.999955 0.00798267
1e-6 0.50e-6 2e-6 0.50e-6 1.10 0.101641 33.1563 103368 0.999959 0.0077181
1e-6 0.50e-6 2e-6 0.50e-6 1.15 0.106365 34.1349 129506 0.999963 0.00739777
1e-6 0.50e-6 10e-6 0.28e-6 0.55 0.108005 30.5219 56327.1 0.999699 0.0236337
1e-6 0.50e-6 10e-6 0.28e-6 0.60 0.10298 30.108 51202 0.999697 0.0236774
1e-6 0.50e-6 10e-6 0.28e-6 0.65 0.0976977 29.6236 45792.9 0.999693 0.0237706
1e-6 0.50e-6 10e-6 0.28e-6 0.70 0.0920131 29.0356 39987.3 0.999688 0.0239033
1e-6 0.50e-6 10e-6 0.28e-6 0.75 0.0852243 28.2726 33536.5 0.999682 0.0240321
1e-6 0.50e-6 10e-6 0.28e-6 0.80 0.0763037 27.2273 26352.2 0.999676 0.0240974
1e-6 0.50e-6 10e-6 0.28e-6 0.85 0.0644072 25.7313 18658.3 0.999671 0.0240466
1e-6 0.50e-6 10e-6 0.28e-6 0.90 0.0490442 23.4522 11019.5 0.999666 0.0237986
1e-6 0.50e-6 10e-6 0.28e-6 0.95 0.030597 19.7029 4618.74 0.999666 0.0227185
1e-6 0.50e-6 10e-6 0.28e-6 1.00 0.0265803 18.7983 3740.99 0.999715 0.0201589
1e-6 0.50e-6 10e-6 0.28e-6 1.05 0.0409258 22.689 9235.98 0.999746 0.0201602
1e-6 0.50e-6 10e-6 0.28e-6 1.10 0.0546145 25.5793 18015.8 0.999773 0.0195903
1e-6 0.50e-6 10e-6 0.28e-6 1.15 0.0608972 27.0958 25566.1 0.999796 0.0187882
1e-6 0.50e-6 10e-6 0.36e-6 0.55 0.093792 27.4828 27950.4 0.999558 0.0284108
1e-6 0.50e-6 10e-6 0.36e-6 0.60 0.0890122 27.0441 25259.8 0.999555 0.0284361
1e-6 0.50e-6 10e-6 0.36e-6 0.65 0.0839678 26.5385 22478.5 0.999551 0.0285056
1e-6 0.50e-6 10e-6 0.36e-6 0.70 0.0785699 25.9407 19581.4 0.999545 0.0286063
1e-6 0.50e-6 10e-6 0.36e-6 0.75 0.0723252 25.1889 16460.7 0.999538 0.0286886
1e-6 0.50e-6 10e-6 0.36e-6 0.80 0.0643884 24.171 13011.1 0.999532 0.0286795
1e-6 0.50e-6 10e-6 0.36e-6 0.85 0.0537509 22.673 9200.79 0.999527 0.0284845
1e-6 0.50e-6 10e-6 0.36e-6 0.90 0.0394352 20.2484 5243.32 0.999529 0.0277279
1e-6 0.50e-6 10e-6 0.36e-6 0.95 0.033415 19.2568 4163 0.999625 0.0237627
1e-6 0.50e-6 10e-6 0.36e-6 1.00 0.0476194 22.557 8957.7 0.999657 0.0237173
1e-6 0.50e-6 10e-6 0.36e-6 1.05 0.0565527 24.5129 14082.1 0.999688 0.0230334
